date,Headlines,Description,source,country_pair
2019-08-21,Mexico and U.S. reach deal to end tomato tariff dispute,"Mexican tomato producers struck a last-minute agreement with the Trump administration to avert an anti-dumping investigation and end a tariff dispute that has rumbled on for months, government officials said on Wednesday.",Reuters,CHN-USA
2019-08-21,Trump: 'I am the chosen one' to take on China over trade,"U.S. President Donald Trump on Wednesday said he was ""the chosen one"" to address trade imbalances with China, even as congressional researchers warned that his tariffs would reduce U.S. economic output by 0.3% in 2020.",Reuters,CHN-USA
2019-08-21,"Trump says he had to 'take China on,' regardless of short-term impact on U.S. economy",U.S. President Donald Trump said on Tuesday he had to confront China over trade even if it caused short-term harm to the U.S. economy because Beijing had been cheating Washington for decades.,Reuters,CHN-USA
2019-08-21,Exclusive: Alibaba postpones up to $15 billion Hong Kong listing amid protests: sources,"China's biggest e-commerce company Alibaba Group Holding Ltd has delayed its up to $15 billion listing in Hong Kong amid growing political unrest in the Asian financial hub, two people with knowledge of the matter told Reuters.",Reuters,CHN-HKG
2019-08-21,U.S. judge confirms Citgo directors appointed by Venezuelan congress,"The Citgo Petroleum board of directors appointed by Venezuela's opposition congress chief was confirmed by a U.S. judge on Wednesday, ending a challenge by former directors loyal to Venezuelan President Nicolas Maduro.",Reuters,USA-VEN
2019-08-21,Nestle to invest almost $250 million in Brazil over the next three years,"Nestle SA said on Wednesday it will invest 1 billion reais (about $250 million) in Brazil's Sao Paulo state over the next three years to introduce new production lines and technologies in existing factories, as well as push forward a digital transformation.",Reuters,BRA-CHN
2019-08-21,Trump -'I am the chosen one' to fix U.S. trade imbalance with China,"U.S. President Donald Trump said on Wednesday his life would be easier if he had not mounted a trade war with China but said ""I am the chosen one"" to take on Beijing.",Reuters,CHN-USA
2019-08-21,"Exclusive: Two groups, one backed by China's Fosun, bid for NMC Health stake - sources","Two groups, including one backed by China's Fosun , have made competing offers to buy a 40% stake in London-listed NMC Health worth up to $1.9 billion, four sources familiar with the deal said.",Reuters,CHN-GBR
2019-08-22,U.S. official says China far short of soybean purchase pledge after small sale,"China has purchased about only half the U.S. soybeans it pledged to buy earlier this year, a U.S. Department of Agriculture official said on Thursday, after a small sale was reported amid the two countries' escalating trade war.",Reuters,CHN-USA
2019-08-22,Ford names new president for China joint venture to deepen alliance amid falling sales,"Ford Motor Co on Thursday named Steven Armstrong president of the Changan Ford joint venture in China to deepen the alliance and push for more models, as the U.S. carmaker tries to stem a decline in sales in the world's second largest economy.",Reuters,CHN-USA
2019-08-23,"China to impose extra tariffs on U.S. soy, beef and pork","China said on Friday it will impose an extra 5% tariff on U.S. soybeans from Sept 1, and additional 10% duties on U.S. wheat, corn and sorghum from Dec. 15, in Beijing's latest retaliatory trade measures https://www.reuters.com/article/us-usa-trade-china/china-strikes-back-in-trade-dispute-with-u-s-with-new-tariffs-idUSKCN1VD1AJ against Washington.",Reuters,CHN-USA
2019-08-23,"Renewed Chinese auto tariffs would cost U.S. jobs, industry coalition warns","The head of a broad coalition of Japanese, German and South Korean automakers warned on Friday that renewed punitive Chinese tariffs on U.S. autos would hurt U.S. vehicle exports to China and put U.S. jobs at risk.",Reuters,CHN-USA
2019-08-23,Trump's China trade comments send US stocks tumbling,"Wall Street's main indexes lost more than 1% on Friday after President Donald Trump said U.S. companies should ""immediately start looking for an alternative to China"" after Beijing officials earlier retaliated by imposing tariffs on U.S. goods.",Reuters,CHN-USA
2019-08-23,Protest fears stalk Hong Kong businesses as China threat looms,"Walking a tightrope between anti-government protests and political masters in Beijing, many Hong Kong firms are opting to toe the Communist Party line to avoid potential repercussions having seen what happened at Cathay Pacific Airways.",Reuters,CHN-HKG
2019-08-23,Hong Kong unions urge Cathay Pacific to end 'white terror',"Cathay Pacific Airways , which is caught in the crosswinds between authorities in Beijing and anti-government protesters in Hong Kong, must put an end to ""all forms of white terror"", trade unions in the Chinese-ruled city said on Friday.",Reuters,CHN-HKG
2019-08-23,"China blames Canada for difficulties in relationship, demands Huawei executive be freed","China's embassy in Canada said on Thursday that bilateral ties were suffering ""gross difficulties,"" and demanded Ottawa free Huawei Technologies Co Ltd Chief Financial Officer Meng Wanzhou.",Reuters,CAN-CHN
2019-08-23,Trump meets with trade team at White house: CNBC reporter on Twitter,"President Donald Trump was meeting with his trade team at the White House, according to CNBC, after China imposed retaliatory tariffs on U.S. goods and the Republican leader told American companies to get out of China.",Reuters,CHN-USA
2019-08-23,"Oil spills into U.S.-China trade war, prices slump","China said on Friday it would impose tariffs on U.S. crude oil imports for the first time, sending prices down nearly 4% to two-week lows as the escalating bilateral trade war fed worries over a slowdown in global oil demand.",Reuters,CHN-USA
2019-08-23,USTR to accept public comment period before raising tariffs on $250 billion in Chinese imports,"The U.S. Trade Representative's office on Friday said it would hold a public comment period before raising tariffs on $250 billion in Chinese imports on Oct. 1 from 25% to 30% after China announced what the U.S. considers ""unjustified tariffs.""",Reuters,CHN-USA
2019-08-23,Wall Street plunges as U.S.-China trade war intensifies,"Wall Street tumbled on Friday after the U.S.-China trade war escalated in dramatic fashion, with President Donald Trump demanding that American companies seek alternatives to doing business with China after Beijing announced its own slate of retaliatory measures.",Reuters,CHN-USA
2019-08-23,"Stocks tumble, yen rallies as U.S. and China escalate trade war","Stocks, the dollar and oil prices fell on Friday while safe havens rose after President Donald Trump demanded U.S. companies look at alternatives to China for manufacturing, following Beijing's retaliatory tariffs on American goods.",Reuters,CHN-USA
2019-08-23,Key dates in the U.S.-China trade war,"Hopes for settlement of the yearlong U.S.-China trade war dimmed further on Friday as China said it will slap retaliatory tariffs on about $75 billion worth of U.S. goods, the latest escalation in the dispute between the world's two largest economies.",Reuters,CHN-USA
2019-08-23,"Japan, U.S. reach framework trade pact, no tariff cuts on Japan cars: Nikkei","The United States and Japan have reached the broad framework of a trade agreement, with Washington maintaining tariffs on Japanese autos but Tokyo cutting tariffs on U.S. beef and pork, Japan's Nikkei business daily said on Saturday.",Reuters,JPN-USA
2019-08-23,"Japan, U.S. reach framework trade pact, no U.S. concessions seen - Nikkei","The United States and Japan have reached the broad framework of a trade agreement, Japan's Nikkei business daily said on Saturday, with Tokyo making concessions on its agriculture but none immediately apparent from Washington on automobiles.",Reuters,JPN-USA
2019-08-23,"Answering Trump, UPS, FedEx and USPS say they already fight illegal drug shipments","FedEx Corp , United Parcel Service Inc and the U.S. Postal Service said on Friday they are already working to stop traffickers from using their services after U.S. President Donald Trump ordered delivery firms to refuse packages of the powerful painkiller fentanyl from China.",Reuters,CHN-USA
